titulo;label;n_token
"255 Killed in Iraq; Baghdad Bombed";1;9
Hungary's Fidesz prepares campaign against 'Soros plan' for migrants;0;17
Our bad-tempered behaviour is not a cry for help, say old men;1;17
US BOOTS: US Marines Deployed For Ground Combat in Iraq (to defend oil fields);1;19
 CNN Host Utterly EMBARRASSES Trump Lackey Who Refuses To Believe Trump Is Losing (VIDEO);1;22
John Kerry Urges Grounding of Military Aircraft in ‘Key Areas’ of Syria - The New York Times;0;22
 POLL: HUGE Majority Of Americans Say Trump DOES NOT Respect Women;1;14
Judge warns attorneys for Manafort and Gates against speaking on case out of court;0;17
 Pat Robertson Endorses Trump: He ‘Inspires Us All’ (VIDEO);1;19
IRS GIVES “After School Satan Club” Tax-Exempt Status in 10 Days…Tea Party Groups Still Waiting;1;23
Hillary Clinton Surprises by Attending Pride Parade in New York - The New York Times;0;17
BLACK TRUMP SUPPORTERS call Hillary Clinton a “racist”;1;12
Trump’s Economic Cabinet Picks Signal Embrace of Wall St. Elite - The New York Times;0;20
Putin ally: No logic in deploying U.N. forces on Russia-Ukraine border;0;20
White House says will respond to Iran's missile test, other actions;0;16
Federal judge strikes down parts of Wisconsin voter laws;0;11
Hillary Clinton’s Elections 2016 concession speech from New York (FULL, streamed live);1;19
Trump heaps praise on 'very special' Xi in China visit;0;15
DR. WOLF CALLS OUT HILLARY For Lying About Pneumonia Diagnosis [VIDEO];1;16
Trump administration's Africa policy in focus at AGOA trade talks;0;15
Turmeric is More Powerful Than 14 Artificial Drugs;1;12
Melania Trump calls taped comments by Donald Trump 'boy talk';0;15
 Ivanka Trump’s Brand Gives HILARIOUS Excuse For Plummeting Sales As Yet Another Retailer Drops It;1;22
BREAKING: Pope Met Privately With Enemy Of Left, Kim Davis;1;14
Biden to meet Kurdish officials in unannounced visit to Erbil;0;17
WFP chief gets pledge from Congo's president on food aid access;0;16
White House says 'critical' that House passes healthcare bill Thursday;0;14
Celebrities Line Up Hoping to Be Pardoned by Obama Before He Leaves Office;1;16
Radical and Defiant;1;5
Danger of war, Germany warns after Trump's move on Iran nuclear deal;0;17
Trump should stop attacking minority groups: Senate's McConnell;0;13
Wikileaks Email: Hillary Campaign Struggles to Reach “F**king Dumb” Young People;1;22
Wells Fargo is Rotting from the Top Down;1;10
Yemen says Saudi-led coalition to allow commercial flights;0;12
Iran unveils a ballistic missile with range of 2,000 km: Tasnim news;0;22
Homeless Trump Supporter guards Trump’s star on Hollywood Blvd… “20 million illegals and Americans sleep on streets”;1;27
EU suspends funding for Cambodian election;0;9
Philippines' Duterte keeps open pit mining ban in policy clash;0;15
Trump's CIA pick supports domestic surveillance, opposes Iran deal;0;14
Indian journalist shot dead at her residence;0;9
 Robert Reich Drops MAJOR Dose Of Cold Truth About Trump ‘Hiring’ Ivanka And Her Husband;1;20
Court Could Force Same-Sex Marriage on Every State - US - CBN News - Christian News 24-7 - CBN.com;0;27
The GOP farce plods along: Why last night’s interminable debate was an affront to the party’s patron saint;0;31
 Major City SLAPS Greedy CEOs Like Trump With Tax Penalty To Fight Income Inequality;1;18
John Podesta Emails On “Flagging Turkish Campaign Donations” To Hillary;1;17
Fired TV Reporter: I’ve Received Thousands of ’Sexual and Violent’ Threats;0;18
Bait and Switch Elections;1;6
3.000 Yézidis toujours captifs de Daech;1;17
Trump campaign says it raised $80 million in July: statement;0;14
UAE criticizes 'colonial' role of Iran, Turkey in Syria;0;15
Belarus plays down Western fears of aggression stirred by joint war games with Russia;0;16
RUSSIA’S RED LINE: Moscow Announces End to US ‘Deconfliction’ Cooperation Over Syria;1;22
DEPLORABLE! CROOKED CLINTON’S Ask For Donations To Help Haiti Following Hurricane Matthew…After Using 2010 Earthquake Donations To Rob Them Blind [VIDEO];1;33
 Bernie Sanders Has a Message For Native Americans And All Of America Needs To Hear It (VIDEO);1;21
The Mirage of a Return to Manufacturing Greatness - The New York Times;0;16
U.S. agency to free up protest sites during Trump inauguration;0;15
LIBERAL MEDIA GETS HAMMERED At Rally By Trump Supporters Chanting: “Tell The TRUTH!” [Video];1;22
Trump team will receive first Pentagon briefing on Friday: Pentagon spokesman;0;14
Jerusalem Truck Terrorist’s Sister: We’re Thankful To Allah For His ’Saintly’ Death;0;22
Top U.S. diplomat, security chief to visit Mexico Wednesday;0;15
France should not interfere in Iran's missile program: adviser to Iran's supreme leader;0;20
Henningsen on CrossTalk: American Foreign Policy ‘Dumbed Down’;1;17
Is She Drunk? Nancy Pelosi Giggles Then Orders Crowd To Clap…Says She Wants To Stop The ‘Bulleting’ [Video];1;30
 FBI Joins Investigation Of Michigan’s Governor Rick Snyder Over Flint Water Crisis;1;16
FBI's Comey meets with top U.S. congressional leaders;0;16
 Trump Calls On White Supporters To Intimidate Voters At The Polls;1;15
Is This A New Escalation? BLACK Chemtrails Reported Around The World!;1;20
Comment on The New York Times Calls For Obama To Support A UN Resolution That Would Divide The Land Of Israel by MaxRockatansky33;1;29
 Fox Host Goes After ‘Soulless’ Hillary Clinton, Chelsea’s Response Is PRICELESS (TWEET);1;25
North Korea says rockets to U.S. 'inevitable' after Trump dubs Kim 'rocket man';0;23
U.S. bill to regulate internet ads gains bipartisan support with McCain;0;17
Mexico president says he's willing to meet with Trump;0;13
 Trump Just Tweeted The FBI To Show Them A Fox News Story Because Of Course;1;19
Fiorina: Breakout debate performance has sparked 'uptick' in financial support;0;18
Missing Money, a Vicious Attack and Slow Healing for a Charity’s Leader - The New York Times;0;22
"Saudi-led coalition opens Yemen border crossing; aid agencies warn of famine";0;16
Man Sets Himself on Fire in Latest Facebook Live Suicide - Breitbart;0;17
Massachusetts cannot hold immigrants so U.S. can detain them: state top court;0;19
Gun Controller Amy Schumer Wields Gun in ’Snatched’ Trailer;0;17
Crimean Tatar leader jailed for stirring anti-Russia protests;0;12
Trump Haters Boycott Ivanka’s Clothing Line Because Of Father’s Sexual Assault Accusers;1;21
MAN MAKES VIRAL VIDEO: Demonstrates How Obama Made Himself Cry During Gun Control Speech;1;17
 NYPD Commissioner OBLITERATES Ted Cruz’s ‘Fictional’ Knowledge Of Counterterrorism;1;21
The U.S. National Bird Is Now a Drone;1;13
 Trump’s Ghostwriter Issues DIRE Warning About His Dangerous Current Mental State (VIDEO);1;19
Pakistan finance minister denies corruption charges;0;8
What Does It Take to Survive Where You Live?;1;12
Senate banking panel Democrats seek action on Obama nominees;0;11
FLYNN: Obama Would Not Be First President to Spy on Political Enemies - Breitbart;0;20
HILARIOUS! CNN President Jeff Zucker Is Hitler [VIDEO];1;14
New poll finds 9 in 10 Native Americans aren’t offended by Redskins name;0;17
U.S. airlines scramble to evacuate residents ahead of Hurricane Irma;0;16
Russia says U.S. actions towards its consulates are 'state hooliganism';0;21
Donald Trump leads an insane white cult — and Pat Buchanan just explained how it works;0;18
 WATCH: White Trump Voter Tells Fox That President Obama Is To Blame For Racism;1;17
AMERICANS EXPECTED OBAMA TO CALL FOR CALM…Instead Used Press Conference To Bash Trump [Video];1;20
“CHICKEN LITTLE” AL GORE Uses Fear and the Bible to Push his Climate Agenda [Video];1;21
Davi to Hollywood Elite: Invite Illegal Aliens and Refugees to the Oscars... or You’re Racists! - Breitbart;0;32
Ted Cruz’s 5-percent flim-flam: His latest economic promise is a real laugher;0;24
New Jersey's Christie loses bid to freeze Atlantic City spending;0;14
WATCH: “IT’S THE MOST WONDERFUL TIME OF THE YEAR”…Trump Style;1;19
Art-House Fare Hopes for an Oscar-Nod Push, as ‘Split’ Rules North America - The New York Times;0;26
Brits Fined and Prosecuted for Weeds, Weeping, and Whippoorwills;1;18
U.S. judge keeps bail conditions for ex-Trump campaign aide Manafort;0;18
Trump's budget cuts to domestic, aid programs draw Republican scorn;0;16
Pence hires his own lawyer for Russia probes;0;12
U.S. lawmakers debate funding gimmick in defense policy bill;0;17
Your election night survival guide: what to expect as polls close;0;14
 Dem Presidential Candidate Asks: What If Right-Wing Domestic Terrorists Were Black, Muslim?;1;19
HERITAGE COLLEGE CLOSING ALL 10 OF ITS CAMPUSES;1;10
 Woman Arrested For DWI Has Jaw-Droppingly Stupid Reason For Saying Cops Targeted Her;1;19
Myanmar says security forces told to avoid collateral damage in Rakhine;0;15
UK Prepares For War, Sends Tanks & Soldiers To Russia’s Border;1;16
What Could Unite a Larger Peace Movement? Oh, This!;1;14
Britain has identified a suspect in London train bomb: Sky News;0;14
Nadejda Savtchenko revient à Moscou. Dans quel but?;1;21
Riding high, Xi looks to soothe Trump as U.S. pressures China;0;17
Bardot: ’You Can See Macron’s Lack of Empathy in His Cold, Steel Eyes’;0;23
Clinton attacks Trump's foreign policy as a threat to U.S. safety;0;18
 Matt Damon SHREDS Trump And Wall Street Bankers During MIT Commencement (VIDEO);1;18
He’s getting desperate: Trump’s campaign used to be confident, but Cruz has gotten him feeling downright thirsty;0;26
 Saturday Night Live’s Post-Inauguration Opener Was Exactly The Laugh We Needed (VIDEO);1;20
We do not like trampolining, say hedgehogs;1;14
Trump backs Republican healthcare plan: U.S. health secretary;0;14
(VIDEO) HACKERS WIN THE “SPY LOTTO” WITH MASSIVE CYBER ATTACK ON FED EMPLOYEES;1;21
WATCH TV NEWS CREW GO UNDERCOVER: “Homeless” Taking Credit Cards? Panhandlers Living In High Rent Neighborhoods?;1;25
Trump’s Economic Program Set For Rough Reality;1;11
Republican presidential nominee Carson's finance chair quits;0;12
RT’s Peter Lavelle interviews Dr. Ron Paul about Donald Trump;1;17
 Trump Gets ANNIHILATED On Twitter After He Pretends He Didn’t Just Trash Police Officers (TWEETS);1;27
"This is no ‘new cold war’; it’s far worse than that";1;18
What to Cook, Watch, Listen To and More This Weekend - The New York Times;0;19
Are You Successful? If So, You’ve Already Won the Lottery - The New York Times;0;21
Pence, Bannon appeal for conservatives to unite behind Trump;0;14
FBI Visits Man at His Home After He Films US Postal Distribution Center;1;15
Why Director Comey jumped at the chance to reopen Hillary investigation;1;15
Malaysia arrests 20 over suspected terror links;0;9
Cruz picks up backing of Family Research Council president;0;11
Jake Gyllenhaal on His Return to Broadway: Not So Fast - The New York Times;0;22
7 Malheur Wildlife Refuge standoff defendants acquitted in Oregon;1;14
OH THE IRONY! NANCY PELOSI: “Trump’s family should be concerned about his health” [Video];1;26
House Speaker Ryan blasts Democrats' proposal for 3-month debt limit increase;0;16
Obamacare Architect LAUGHS About Skyrocketing Premiums [VIDEO];1;16
Netflix and PILL: Streaming firm boss reveals the future of TV could be a Matrix-style hallucinatory drug;1;24
Aide tries to refocus U.S. tax debate after Trump's corporate rate remark;0;21
20 Phoenix Cops Murdered Since 1981 -- 7 by Illegal Aliens;0;14
Tanks seen heading toward Zimbabwe capital: witnesses;0;10
 Another Win For The NRA: Court Rules That Cities Can’t Protect Themselves From Gun Violence;1;21
Republican Senator Hatch endorses Trump after meeting;0;11
'A difficult life': As refugee arrivals to Greece pick up, misery grows;0;18
MIND-BLOWING INTERACTIVE MAP Shows Where Muslim Refugees Are Coming From And Where They’re Going;1;20
25 Great Books by Refugees in America - The New York Times;0;14
Meet the Trump Truthers: Media figures insist bigoted Trump questioner was just a liberal plant;0;21
Democrats Facing Elections Refusing to Hold Town Hall Meetings;0;11
Puerto Rico PREPA's declines offer for fresh debt deal deadline;0;15
’Anti-Fascists’ Plan to ’Shut Down’ MILO’s Event at UC Berkeley - Breitbart;0;26
Electric vehicle sales fall far short of Obama goal  ;0;11
Rewriting the Past;1;6
WikiLeaks: Email Claims Clinton Murdered Vince Foster;1;13
New Study Claims Life DOES Exist On Mars And It Was Found By The Viking Lander in 1976;1;21
Sinn Fein says proposed UK time limit on soldier prosecutions 'unacceptable';0;16
BAM! ANN COULTER EXPOSES DELTA: Flight Attendant Group Confirms She Was Targeted;1;17
Romney exit widens establishment lane for Bush;0;10
Togo must introduce two-term limit swiftly to prevent crisis: U.N.;0;18
TRUMP SUPPORTER and Rocker TED NUGENT UNLOADS On LEFTIST Hippie David Crosby: A “Bloated Carcass” who “Competes with Michael Moore to see who can go the longest without hygiene”;1;44
 NRA Gets Blasted For Live-Tweeting Obama’s Town Hall Meeting Instead Of Actually Attending (TWEETS);1;27
 Missouri Republican Laughed At For Saying He’s A Reproductive Expert Because He Was An Embryo;1;19
Donald Trump’s success reveals a frightening weakness in American democracy;0;14
Saudi Prince Arrested In LA For Sexual Assault After Woman Seen Screaming , Scaling 8-foot Wall;1;20
Russia's Putin, pulling no surprises, says he'll seek re-election;0;19
Top U.S. intelligence Democrat blasts White House over Nunes documents;0;16
White House Tech Summit Includes Discussion of H1-B Visas - Breitbart;0;19
Paul Ryan's challenges will not start until after Nov. 8 election;0;16
Why now, John Kasich?;0;10
AIR FORCE Whistleblower Makes EXPLOSIVE Claim About Benghazi That Could DESTROY Hillary: ‘We could have been there’ [Video];1;29
Peruvians take Glencore to court over police abuse allegations;0;13
As Race Tightens, Clinton Campaign Is Counting on Minority Support;1;14
Arriving in Vietnam, Obama Aims to Lure It Away From China - The New York Times;0;19
White House 'deeply' concerned about China law on foreign NGOs;0;14
THIS STATE WILL INCLUDE TRANSGENDER CURRICULUM IN PUBLIC SCHOOLS: ‘You can be both genders, you can be no gender, you can be a gender that you make up for yourself’;1;38
’F*ck the Police 2017’: Ice Cube Blasts Officers in New Song ’Good Cop Bad Cop’;0;24
You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary;1;20
McConnell announces 'Plan B' to stop Iran deal;0;12
 Ivanka Trump Sends Out #WorldRefugeeDay Tweet, Gets Stomped On By Twitter Users Everywhere;1;24
How well-meaning political reformers are helping to elect President Trump;0;15
DID FOX NEWS’ MEGYN KELLY EXPOSE HERSELF AS JUST ANOTHER WHINY LIBERAL NEWS HOST?;1;21
